x,y
-20.0,0.40808206181339357
-19.9,0.4971857948712068
-19.799999999999997,0.58132181181444
-19.699999999999996,0.6596494533734659
-19.599999999999994,0.7313860956455027
-19.499999999999993,0.7958149698139494
-19.39999999999999,0.8522923238654689
-19.29999999999999,0.9002538547473099
-19.19999999999999,0.939220346696875
-19.099999999999987,0.9688024594072141
-18.999999999999986,0.9887046181866717
-18.899999999999984,0.9987279672435024
-18.799999999999983,0.9987723565872093
-18.69999999999998,0.988837342694143
-18.59999999999998,0.9690221929390441
-18.49999999999998,0.9395248937482481
-18.399999999999977,0.9006401723847585
-18.299999999999976,0.8527565521308592
-18.199999999999974,0.7963524702919071
-18.099999999999973,0.7319914978089261
-17.99999999999997,0.6603167082440575
-17.89999999999997,0.5820442524020979
-17.79999999999997,0.4979562027883862
-17.699999999999967,0.40889273939884907
-17.599999999999966,0.315743754919208
-17.499999999999964,0.21943996321142473
-17.399999999999963,0.12094359992843894
-17.29999999999996,0.021238808173607
-17.19999999999996,-0.07867819473187905
-17.09999999999996,-0.17780907112315752
-16.999999999999957,-0.27516333805163784
-16.899999999999956,-0.36976826386321265
-16.799999999999955,-0.4606785874114035
-16.699999999999953,-0.5469859627942742
-16.59999999999995,-0.6278280352464246
-16.49999999999995,-0.702397057502749
-16.39999999999995,-0.7699479605421035
-16.299999999999947,-0.8298057980706788
-16.199999999999946,-0.8813724903622598
-16.099999999999945,-0.9241328000731512
-15.999999999999945,-0.9576594803234004
-15.899999999999945,-0.9816175436063949
-15.799999999999946,-0.9957676088732935
-15.699999999999946,-0.9999682933493395
-15.599999999999946,-0.9941776251838095
-15.499999999999947,-0.9784534628188732
-15.399999999999947,-0.9529529168871642
-15.299999999999947,-0.9179307804142721
-15.199999999999948,-0.8737369830110551
-15.099999999999948,-0.8208130944926388
-14.999999999999948,-0.7596879128587878
-14.899999999999949,-0.6909721807190886
-14.79999999999995,-0.6153524829546803
-14.69999999999995,-0.5335843865890757
-14.59999999999995,-0.44648489141222114
-14.49999999999995,-0.3549242667886585
-14.39999999999995,-0.2598173562137079
-14.299999999999951,-0.16211443649966925
-14.199999999999951,-0.06279172292403395
-14.099999999999952,0.03715838479087427
-13.999999999999952,0.13673721820788104
-13.899999999999952,0.23494981853986963
-13.799999999999953,0.3308148779490922
-13.699999999999953,0.42337454445070727
-13.599999999999953,0.5117039924531886
-13.499999999999954,0.5949206633099291
-13.399999999999954,0.6721930835535023
-13.299999999999955,0.7427491727037003
-13.199999999999955,0.805883957640477
-13.099999999999955,0.8609666164623291
-12.999999999999956,0.9074467814502148
-12.899999999999956,0.9448600381598752
-12.799999999999956,0.9728325656974456
-12.699999999999957,0.991084871814259
-12.599999999999957,0.9994345855010062
-12.499999999999957,0.9977982791785779
-12.399999999999958,0.9861923022788566
-12.299999999999958,0.9647326178865986
-12.199999999999958,0.9336336440746227
-12.099999999999959,0.8932061115093042
-11.99999999999996,0.8438539587324703
-11.89999999999996,0.7860702961410141
-11.79999999999996,0.7204324789908104
-11.69999999999996,0.6475963386538462
-11.59999999999996,0.5682896297679415
-11.499999999999961,0.48330475875297174
-11.399999999999961,0.393490866347855
-11.299999999999962,0.29974534327697766
-11.199999999999962,0.20300486381871394
-11.099999999999962,0.10423602686565984
-10.999999999999963,0.0044256979880135435
-10.899999999999963,-0.09542885100098773
-10.799999999999963,-0.19432990645537132
-10.699999999999964,-0.29128928172137947
-10.599999999999964,-0.3853381907718624
-10.499999999999964,-0.47553692799602376
-10.399999999999965,-0.5609842574272581
-10.299999999999965,-0.6408264175950205
-10.199999999999966,-0.7142656520272238
-10.099999999999966,-0.7805681801692048
-9.999999999999966,-0.8390715290764708
-9.899999999999967,-0.8891911526253763
-9.799999999999967,-0.9304262721047656
-9.699999999999967,-0.9623648798313189
-9.599999999999968,-0.9846878557941325
-9.499999999999968,-0.9971721561963809
-9.399999999999968,-0.9996930420352057
-9.299999999999969,-0.9922253254525996
-9.199999999999969,-0.9748436214041568
-9.09999999999997,-0.9477216021311023
-8.99999999999997,-0.9111302618846646
-8.89999999999997,-0.8654352092410972
-8.79999999999997,-0.8110930140616384
-8.69999999999997,-0.7486466455973799
-8.599999999999971,-0.6787200473199916
-8.499999999999972,-0.602011902684801
-8.399999999999972,-0.5192886541166614
-8.299999999999972,-0.43137684497059525
-8.199999999999973,-0.33915486098380954
-8.099999999999973,-0.24354415373576532
-7.999999999999973,-0.14550003380858723
-7.899999999999974,-0.046002125639510394
-7.799999999999974,0.05395542056267541
-7.699999999999974,0.15337386203788975
-7.599999999999975,0.25125984258227974
-7.499999999999975,0.3466353178350491
-7.3999999999999755,0.4385473275744126
-7.299999999999976,0.5260775173811257
-7.199999999999976,0.6083513145322735
-7.0999999999999766,0.6845466664428234
-6.999999999999977,0.7539022543433198
-6.899999999999977,0.8157251001253701
-6.799999999999978,0.8693974903498362
-6.699999999999978,0.9143831482353283
-6.599999999999978,0.9502325919585362
-6.499999999999979,0.976587625728028
-6.399999999999979,0.9931849187581951
-6.299999999999979,0.9998586363834154
-6.19999999999998,0.9965420970232158
-6.09999999999998,0.9832684384425809
-5.9999999999999805,0.9601702866503605
-5.899999999999981,0.9274784307440286
-5.799999999999981,0.8855195169413103
-5.6999999999999815,0.8347127848391496
-5.599999999999982,0.7755658785102384
-5.499999999999982,0.7086697742912476
-5.399999999999983,0.6346928759426209
-5.299999999999983,0.5543743361791468
-5.199999999999983,0.4685166713003623
-5.099999999999984,0.37797774271296547
-4.999999999999984,0.283662185463211
-4.899999999999984,0.1865123694225601
-4.799999999999985,0.08749898343943141
-4.699999999999985,-0.012388663462905597
-4.599999999999985,-0.11215252693506893
-4.499999999999986,-0.21079579943079355
-4.399999999999986,-0.3073328699784328
-4.2999999999999865,-0.4007991720799876
-4.199999999999987,-0.490260821340711
-4.099999999999987,-0.5748239465332793
-3.999999999999987,-0.6536436208636216
-3.899999999999987,-0.725932304200149
-3.799999999999987,-0.7909677119144246
-3.699999999999987,-0.848100031710415
-3.5999999999999868,-0.8967584163341529
-3.4999999999999867,-0.936456687290801
-3.3999999999999866,-0.9667981925794644
-3.2999999999999865,-0.987479769908867
-3.1999999999999864,-0.9982947757947539
-3.0999999999999863,-0.9991351502732789
-2.9999999999999862,-0.9899924966004435
-2.899999999999986,-0.9709581651495872
-2.799999999999986,-0.9422223406686535
-2.699999999999986,-0.9040721420170552
-2.599999999999986,-0.85688875336894
-2.499999999999986,-0.8011436155469253
-2.3999999999999857,-0.7373937155412359
-2.2999999999999856,-0.6662760212798136
-2.1999999999999855,-0.588501117255334
-2.0999999999999854,-0.5048461045998449
-1.9999999999999853,-0.41614683654712914
-1.8999999999999853,-0.32328956686348953
-1.7999999999999852,-0.22720209469307268
-1.699999999999985,-0.12884449429550995
-1.599999999999985,-0.029199522301273782
-1.499999999999985,0.07073720166771791
-1.3999999999999848,0.16996714290025586
-1.2999999999999847,0.26749882862460206
-1.1999999999999846,0.36235775447668783
-1.0999999999999845,0.4535961214255911
-0.9999999999999846,0.5403023058681526
-0.8999999999999846,0.6216099682706765
-0.7999999999999846,0.6967067093471764
-0.6999999999999846,0.7648421872844983
-0.5999999999999847,0.8253356149096869
-0.4999999999999847,0.8775825618903801
-0.3999999999999847,0.921060994002891
-0.2999999999999847,0.9553364891256105
-0.19999999999998472,0.9800665778412446
-0.09999999999998471,0.9950041652780273
